modid,type,id,source_file,jar_file,confidence,notes
aether,unknown_useful,aether:netherite_helmet_repairing,json reference in key mod,multiple,needs_manual_check,referenced by key mod JSON
aether,unknown_useful,aether:netherite_hoe_repairing,json reference in key mod,multiple,needs_manual_check,referenced by key mod JSON
aether,unknown_useful,aether:netherite_leggings_repairing,json reference in key mod,multiple,needs_manual_check,referenced by key mod JSON
aether,unknown_useful,aether:netherite_pickaxe_repairing,json reference in key mod,multiple,needs_manual_check,referenced by key mod JSON
aether,unknown_useful,aether:netherite_shovel_repairing,json reference in key mod,multiple,needs_manual_check,referenced by key mod JSON
aether,unknown_useful,aether:netherite_sword_repairing,json reference in key mod,multiple,needs_manual_check,referenced by key mod JSON
aether,unknown_useful,aether:read_lore,json reference in key mod,multiple,needs_manual_check,referenced by key mod JSON
aether,unknown_useful,aether:silver_and_gold_dungeons,json reference in key mod,multiple,needs_manual_check,referenced by key mod JSON
aether,unknown_useful,aether:silver_dungeon,json reference in key mod,multiple,needs_manual_check,referenced by key mod JSON
aether,unknown_useful,aether:silver_dungeon_key,json reference in key mod,multiple,needs_manual_check,referenced by key mod JSON
aether,unknown_useful,aether:skyroot_forest,json reference in key mod,multiple,needs_manual_check,referenced by key mod JSON
aether,unknown_useful,aether:skyroot_forest_trees,json reference in key mod,multiple,needs_manual_check,referenced by key mod JSON
aether,unknown_useful,aether:valkyrie_queen,data/aether/loot_tables/entities/valkyrie_queen.json,aether-1.20.1-1.5.2-neoforge.jar,needs_manual_check,possible boss by name heuristic
aether,unknown_useful,aether:valkyrie_queen,json reference in key mod,multiple,needs_manual_check,referenced by key mod JSON
aether,unknown_useful,aether:zanite_gemstone,json reference in key mod,multiple,needs_manual_check,referenced by key mod JSON
aether,unknown_useful,aether:zanite_gemstone_from_blasting,json reference in key mod,multiple,needs_manual_check,referenced by key mod JSON
aether,unknown_useful,aether:zanite_gemstone_from_smelting,json reference in key mod,multiple,needs_manual_check,referenced by key mod JSON
aether,unknown_useful,aether:zanite_gemstone_from_zanite_block,json reference in key mod,multiple,needs_manual_check,referenced by key mod JSON
aether,unknown_useful,aether:zanite_ore,json reference in key mod,multiple,needs_manual_check,referenced by key mod JSON
aether_redux,advancement,aether_redux:double_jump,data/aether_redux/advancements/double_jump.json,aether-redux-2.0.19-1.20.1-neoforge.jar,medium,advancement
aether_redux,advancement,aether_redux:infuse_veridium,data/aether_redux/advancements/infuse_veridium.json,aether-redux-2.0.19-1.20.1-neoforge.jar,medium,advancement
aether_redux,advancement,aether_redux:kill_sheepuff_with_fireball,data/aether_redux/advancements/kill_sheepuff_with_fireball.json,aether-redux-2.0.19-1.20.1-neoforge.jar,medium,advancement
aether_redux,advancement,aether_redux:obtain_feather_of_warding,data/aether_redux/advancements/obtain_feather_of_warding.json,aether-redux-2.0.19-1.20.1-neoforge.jar,medium,advancement
aether_redux,advancement,aether_redux:obtain_grand_medal,data/aether_redux/advancements/obtain_grand_medal.json,aether-redux-2.0.19-1.20.1-neoforge.jar,medium,advancement
aether_redux,advancement,aether_redux:recipes/blue_gummy_swet,data/aether_redux/advancements/recipes/blue_gummy_swet.json,aether-redux-2.0.19-1.20.1-neoforge.jar,medium,advancement
aether_redux,advancement,aether_redux:recipes/blue_swet_jelly,data/aether_redux/advancements/recipes/blue_swet_jelly.json,aether-redux-2.0.19-1.20.1-neoforge.jar,medium,advancement
aether_redux,advancement,aether_redux:recipes/building_blocks/angelic_stone,data/aether_redux/advancements/recipes/building_blocks/angelic_stone.json,aether-redux-2.0.19-1.20.1-neoforge.jar,medium,advancement
aether_redux,advancement,aether_redux:recipes/building_blocks/blightmoss_holystone_slab,data/aether_redux/advancements/recipes/building_blocks/blightmoss_holystone_slab.json,aether-redux-2.0.19-1.20.1-neoforge.jar,medium,advancement
aether_redux,advancement,aether_redux:recipes/building_blocks/blightmoss_holystone_slab_stonecutting,data/aether_redux/advancements/recipes/building_blocks/blightmoss_holystone_slab_stonecutting.json,aether-redux-2.0.19-1.20.1-neoforge.jar,medium,advancement
aether_redux,advancement,aether_redux:recipes/building_blocks/blightmoss_holystone_stairs,data/aether_redux/advancements/recipes/building_blocks/blightmoss_holystone_stairs.json,aether-redux-2.0.19-1.20.1-neoforge.jar,medium,advancement
aether_redux,advancement,aether_redux:recipes/building_blocks/blightmoss_holystone_stairs_stonecutting,data/aether_redux/advancements/recipes/building_blocks/blightmoss_holystone_stairs_stonecutting.json,aether-redux-2.0.19-1.20.1-neoforge.jar,medium,advancement
aether_redux,advancement,aether_redux:recipes/building_blocks/blightmoss_holystone_wall,data/aether_redux/advancements/recipes/building_blocks/blightmoss_holystone_wall.json,aether-redux-2.0.19-1.20.1-neoforge.jar,medium,advancement
aether_redux,advancement,aether_redux:recipes/building_blocks/blightmoss_holystone_wall_stonecutting,data/aether_redux/advancements/recipes/building_blocks/blightmoss_holystone_wall_stonecutting.json,aether-redux-2.0.19-1.20.1-neoforge.jar,medium,advancement
aether_redux,advancement,aether_redux:recipes/building_blocks/blightwillow_log_wall,data/aether_redux/advancements/recipes/building_blocks/blightwillow_log_wall.json,aether-redux-2.0.19-1.20.1-neoforge.jar,medium,advancement
aether_redux,advancement,aether_redux:recipes/building_blocks/blightwillow_planks,data/aether_redux/advancements/recipes/building_blocks/blightwillow_planks.json,aether-redux-2.0.19-1.20.1-neoforge.jar,medium,advancement
aether_redux,advancement,aether_redux:recipes/building_blocks/blightwillow_slab,data/aether_redux/advancements/recipes/building_blocks/blightwillow_slab.json,aether-redux-2.0.19-1.20.1-neoforge.jar,medium,advancement
aether_redux,advancement,aether_redux:recipes/building_blocks/blightwillow_stairs,data/aether_redux/advancements/recipes/building_blocks/blightwillow_stairs.json,aether-redux-2.0.19-1.20.1-neoforge.jar,medium,advancement
aether_redux,advancement,aether_redux:recipes/building_blocks/blightwillow_wood,data/aether_redux/advancements/recipes/building_blocks/blightwillow_wood.json,aether-redux-2.0.19-1.20.1-neoforge.jar,medium,advancement
aether_redux,advancement,aether_redux:recipes/building_blocks/blightwillow_wood_wall,data/aether_redux/advancements/recipes/building_blocks/blightwillow_wood_wall.json,aether-redux-2.0.19-1.20.1-neoforge.jar,medium,advancement
aether_redux,advancement,aether_redux:recipes/building_blocks/carved_base,data/aether_redux/advancements/recipes/building_blocks/carved_base.json,aether-redux-2.0.19-1.20.1-neoforge.jar,medium,advancement
aether_redux,advancement,aether_redux:recipes/building_blocks/carved_base_from_carved_stone_stonecutting,data/aether_redux/advancements/recipes/building_blocks/carved_base_from_carved_stone_stonecutting.json,aether-redux-2.0.19-1.20.1-neoforge.jar,medium,advancement
aether_redux,advancement,aether_redux:recipes/building_blocks/carved_pillar,data/aether_redux/advancements/recipes/building_blocks/carved_pillar.json,aether-redux-2.0.19-1.20.1-neoforge.jar,medium,advancement
aether_redux,advancement,aether_redux:recipes/building_blocks/carved_pillar_from_carved_stone_stonecutting,data/aether_redux/advancements/recipes/building_blocks/carved_pillar_from_carved_stone_stonecutting.json,aether-redux-2.0.19-1.20.1-neoforge.jar,medium,advancement
aether_redux,advancement,aether_redux:recipes/building_blocks/carved_stone,data/aether_redux/advancements/recipes/building_blocks/carved_stone.json,aether-redux-2.0.19-1.20.1-neoforge.jar,medium,advancement
aether_redux,advancement,aether_redux:recipes/building_blocks/cloudcap_hyphae,data/aether_redux/advancements/recipes/building_blocks/cloudcap_hyphae.json,aether-redux-2.0.19-1.20.1-neoforge.jar,medium,advancement
aether_redux,advancement,aether_redux:recipes/building_blocks/cloudcap_hyphae_wall,data/aether_redux/advancements/recipes/building_blocks/cloudcap_hyphae_wall.json,aether-redux-2.0.19-1.20.1-neoforge.jar,medium,advancement
aether_redux,advancement,aether_redux:recipes/building_blocks/cloudcap_planks,data/aether_redux/advancements/recipes/building_blocks/cloudcap_planks.json,aether-redux-2.0.19-1.20.1-neoforge.jar,medium,advancement
aether_redux,advancement,aether_redux:recipes/building_blocks/cloudcap_slab,data/aether_redux/advancements/recipes/building_blocks/cloudcap_slab.json,aether-redux-2.0.19-1.20.1-neoforge.jar,medium,advancement
aether_redux,advancement,aether_redux:recipes/building_blocks/cloudcap_stairs,data/aether_redux/advancements/recipes/building_blocks/cloudcap_stairs.json,aether-redux-2.0.19-1.20.1-neoforge.jar,medium,advancement
aether_redux,advancement,aether_redux:recipes/building_blocks/cloudcap_stem_wall,data/aether_redux/advancements/recipes/building_blocks/cloudcap_stem_wall.json,aether-redux-2.0.19-1.20.1-neoforge.jar,medium,advancement
aether_redux,advancement,aether_redux:recipes/building_blocks/crystal_planks,data/aether_redux/advancements/recipes/building_blocks/crystal_planks.json,aether-redux-2.0.19-1.20.1-neoforge.jar,medium,advancement
aether_redux,advancement,aether_redux:recipes/building_blocks/crystal_slab,data/aether_redux/advancements/recipes/building_blocks/crystal_slab.json,aether-redux-2.0.19-1.20.1-neoforge.jar,medium,advancement
aether_redux,advancement,aether_redux:recipes/building_blocks/crystal_stairs,data/aether_redux/advancements/recipes/building_blocks/crystal_stairs.json,aether-redux-2.0.19-1.20.1-neoforge.jar,medium,advancement
aether_redux,advancement,aether_redux:recipes/building_blocks/crystal_wood,data/aether_redux/advancements/recipes/building_blocks/crystal_wood.json,aether-redux-2.0.19-1.20.1-neoforge.jar,medium,advancement
aether_redux,advancement,aether_redux:recipes/building_blocks/divinite_slab,data/aether_redux/advancements/recipes/building_blocks/divinite_slab.json,aether-redux-2.0.19-1.20.1-neoforge.jar,medium,advancement
aether_redux,advancement,aether_redux:recipes/building_blocks/divinite_slab_stonecutting,data/aether_redux/advancements/recipes/building_blocks/divinite_slab_stonecutting.json,aether-redux-2.0.19-1.20.1-neoforge.jar,medium,advancement
aether_redux,advancement,aether_redux:recipes/building_blocks/divinite_stairs,data/aether_redux/advancements/recipes/building_blocks/divinite_stairs.json,aether-redux-2.0.19-1.20.1-neoforge.jar,medium,advancement
aether_redux,advancement,aether_redux:recipes/building_blocks/divinite_stairs_stonecutting,data/aether_redux/advancements/recipes/building_blocks/divinite_stairs_stonecutting.json,aether-redux-2.0.19-1.20.1-neoforge.jar,medium,advancement
aether_redux,advancement,aether_redux:recipes/building_blocks/divinite_to_angelic_slab_stonecutting,data/aether_redux/advancements/recipes/building_blocks/divinite_to_angelic_slab_stonecutting.json,aether-redux-2.0.19-1.20.1-neoforge.jar,medium,advancement
aether_redux,advancement,aether_redux:recipes/building_blocks/divinite_to_angelic_stairs_stonecutting,data/aether_redux/advancements/recipes/building_blocks/divinite_to_angelic_stairs_stonecutting.json,aether-redux-2.0.19-1.20.1-neoforge.jar,medium,advancement
aether_redux,advancement,aether_redux:recipes/building_blocks/divinite_to_angelic_stone_stonecutting,data/aether_redux/advancements/recipes/building_blocks/divinite_to_angelic_stone_stonecutting.json,aether-redux-2.0.19-1.20.1-neoforge.jar,medium,advancement
aether_redux,advancement,aether_redux:recipes/building_blocks/divinite_to_angelic_wall_stonecutting,data/aether_redux/advancements/recipes/building_blocks/divinite_to_angelic_wall_stonecutting.json,aether-redux-2.0.19-1.20.1-neoforge.jar,medium,advancement
aether_redux,advancement,aether_redux:recipes/building_blocks/divinite_to_glowstone,data/aether_redux/advancements/recipes/building_blocks/divinite_to_glowstone.json,aether-redux-2.0.19-1.20.1-neoforge.jar,medium,advancement
aether_redux,advancement,aether_redux:recipes/building_blocks/divinite_wall,data/aether_redux/advancements/recipes/building_blocks/divinite_wall.json,aether-redux-2.0.19-1.20.1-neoforge.jar,medium,advancement
aether_redux,advancement,aether_redux:recipes/building_blocks/divinite_wall_stonecutting,data/aether_redux/advancements/recipes/building_blocks/divinite_wall_stonecutting.json,aether-redux-2.0.19-1.20.1-neoforge.jar,medium,advancement
aether_redux,advancement,aether_redux:recipes/building_blocks/driftshale,data/aether_redux/advancements/recipes/building_blocks/driftshale.json,aether-redux-2.0.19-1.20.1-neoforge.jar,medium,advancement
aether_redux,advancement,aether_redux:recipes/building_blocks/enchanted_gravitite_enchanting_from_raw_ore,data/aether_redux/advancements/recipes/building_blocks/enchanted_gravitite_enchanting_from_raw_ore.json,aether-redux-2.0.19-1.20.1-neoforge.jar,medium,advancement
aether_redux,advancement,aether_redux:recipes/building_blocks/enchanted_shell_shingle_slab,data/aether_redux/advancements/recipes/building_blocks/enchanted_shell_shingle_slab.json,aether-redux-2.0.19-1.20.1-neoforge.jar,medium,advancement
aether_redux,advancement,aether_redux:recipes/building_blocks/enchanted_shell_shingle_slab_stonecutting,data/aether_redux/advancements/recipes/building_blocks/enchanted_shell_shingle_slab_stonecutting.json,aether-redux-2.0.19-1.20.1-neoforge.jar,medium,advancement
aether_redux,advancement,aether_redux:recipes/building_blocks/enchanted_shell_shingle_stairs,data/aether_redux/advancements/recipes/building_blocks/enchanted_shell_shingle_stairs.json,aether-redux-2.0.19-1.20.1-neoforge.jar,medium,advancement
aether_redux,advancement,aether_redux:recipes/building_blocks/enchanted_shell_shingle_stairs_stonecutting,data/aether_redux/advancements/recipes/building_blocks/enchanted_shell_shingle_stairs_stonecutting.json,aether-redux-2.0.19-1.20.1-neoforge.jar,medium,advancement
aether_redux,advancement,aether_redux:recipes/building_blocks/enchanted_shell_shingle_wall,data/aether_redux/advancements/recipes/building_blocks/enchanted_shell_shingle_wall.json,aether-redux-2.0.19-1.20.1-neoforge.jar,medium,advancement
aether_redux,advancement,aether_redux:recipes/building_blocks/enchanted_shell_shingle_wall_stonecutting,data/aether_redux/advancements/recipes/building_blocks/enchanted_shell_shingle_wall_stonecutting.json,aether-redux-2.0.19-1.20.1-neoforge.jar,medium,advancement
aether_redux,advancement,aether_redux:recipes/building_blocks/fieldsproot_planks,data/aether_redux/advancements/recipes/building_blocks/fieldsproot_planks.json,aether-redux-2.0.19-1.20.1-neoforge.jar,medium,advancement
aether_redux,advancement,aether_redux:recipes/building_blocks/fieldsproot_slab,data/aether_redux/advancements/recipes/building_blocks/fieldsproot_slab.json,aether-redux-2.0.19-1.20.1-neoforge.jar,medium,advancement
aether_redux,advancement,aether_redux:recipes/building_blocks/fieldsproot_stairs,data/aether_redux/advancements/recipes/building_blocks/fieldsproot_stairs.json,aether-redux-2.0.19-1.20.1-neoforge.jar,medium,advancement
aether_redux,advancement,aether_redux:recipes/building_blocks/fieldsproot_wood,data/aether_redux/advancements/recipes/building_blocks/fieldsproot_wood.json,aether-redux-2.0.19-1.20.1-neoforge.jar,medium,advancement
aether_redux,advancement,aether_redux:recipes/building_blocks/gilded_holystone_slab,data/aether_redux/advancements/recipes/building_blocks/gilded_holystone_slab.json,aether-redux-2.0.19-1.20.1-neoforge.jar,medium,advancement
aether_redux,advancement,aether_redux:recipes/building_blocks/gilded_holystone_slab_stonecutting,data/aether_redux/advancements/recipes/building_blocks/gilded_holystone_slab_stonecutting.json,aether-redux-2.0.19-1.20.1-neoforge.jar,medium,advancement
aether_redux,advancement,aether_redux:recipes/building_blocks/gilded_holystone_stairs,data/aether_redux/advancements/recipes/building_blocks/gilded_holystone_stairs.json,aether-redux-2.0.19-1.20.1-neoforge.jar,medium,advancement
aether_redux,advancement,aether_redux:recipes/building_blocks/gilded_holystone_stairs_stonecutting,data/aether_redux/advancements/recipes/building_blocks/gilded_holystone_stairs_stonecutting.json,aether-redux-2.0.19-1.20.1-neoforge.jar,medium,advancement
aether_redux,advancement,aether_redux:recipes/building_blocks/gilded_holystone_wall,data/aether_redux/advancements/recipes/building_blocks/gilded_holystone_wall.json,aether-redux-2.0.19-1.20.1-neoforge.jar,medium,advancement
aether_redux,advancement,aether_redux:recipes/building_blocks/gilded_holystone_wall_stonecutting,data/aether_redux/advancements/recipes/building_blocks/gilded_holystone_wall_stonecutting.json,aether-redux-2.0.19-1.20.1-neoforge.jar,medium,advancement
aether_redux,advancement,aether_redux:recipes/building_blocks/glacia_planks,data/aether_redux/advancements/recipes/building_blocks/glacia_planks.json,aether-redux-2.0.19-1.20.1-neoforge.jar,medium,advancement
aether_redux,advancement,aether_redux:recipes/building_blocks/glacia_slab,data/aether_redux/advancements/recipes/building_blocks/glacia_slab.json,aether-redux-2.0.19-1.20.1-neoforge.jar,medium,advancement
aether_redux,advancement,aether_redux:recipes/building_blocks/glacia_stairs,data/aether_redux/advancements/recipes/building_blocks/glacia_stairs.json,aether-redux-2.0.19-1.20.1-neoforge.jar,medium,advancement
aether_redux,advancement,aether_redux:recipes/building_blocks/glacia_wood,data/aether_redux/advancements/recipes/building_blocks/glacia_wood.json,aether-redux-2.0.19-1.20.1-neoforge.jar,medium,advancement
aether_redux,advancement,aether_redux:recipes/building_blocks/gravitite_block,data/aether_redux/advancements/recipes/building_blocks/gravitite_block.json,aether-redux-2.0.19-1.20.1-neoforge.jar,medium,advancement
aether_redux,advancement,aether_redux:recipes/building_blocks/hellfire_stone,data/aether_redux/advancements/recipes/building_blocks/hellfire_stone.json,aether-redux-2.0.19-1.20.1-neoforge.jar,medium,advancement
aether_redux,advancement,aether_redux:recipes/building_blocks/jellyshroom_hyphae,data/aether_redux/advancements/recipes/building_blocks/jellyshroom_hyphae.json,aether-redux-2.0.19-1.20.1-neoforge.jar,medium,advancement
aether_redux,advancement,aether_redux:recipes/building_blocks/jellyshroom_planks,data/aether_redux/advancements/recipes/building_blocks/jellyshroom_planks.json,aether-redux-2.0.19-1.20.1-neoforge.jar,medium,advancement
aether_redux,advancement,aether_redux:recipes/building_blocks/jellyshroom_slab,data/aether_redux/advancements/recipes/building_blocks/jellyshroom_slab.json,aether-redux-2.0.19-1.20.1-neoforge.jar,medium,advancement
aether_redux,advancement,aether_redux:recipes/building_blocks/jellyshroom_stairs,data/aether_redux/advancements/recipes/building_blocks/jellyshroom_stairs.json,aether-redux-2.0.19-1.20.1-neoforge.jar,medium,advancement
aether_redux,advancement,aether_redux:recipes/building_blocks/polished_driftshale_slab,data/aether_redux/advancements/recipes/building_blocks/polished_driftshale_slab.json,aether-redux-2.0.19-1.20.1-neoforge.jar,medium,advancement
aether_redux,advancement,aether_redux:recipes/building_blocks/polished_driftshale_slab_stonecut_from_driftshale,data/aether_redux/advancements/recipes/building_blocks/polished_driftshale_slab_stonecut_from_driftshale.json,aether-redux-2.0.19-1.20.1-neoforge.jar,medium,advancement
aether_redux,advancement,aether_redux:recipes/building_blocks/polished_driftshale_slab_stonecut_from_polished_driftshale,data/aether_redux/advancements/recipes/building_blocks/polished_driftshale_slab_stonecut_from_polished_driftshale.json,aether-redux-2.0.19-1.20.1-neoforge.jar,medium,advancement
aether_redux,advancement,aether_redux:recipes/building_blocks/polished_driftshale_stairs,data/aether_redux/advancements/recipes/building_blocks/polished_driftshale_stairs.json,aether-redux-2.0.19-1.20.1-neoforge.jar,medium,advancement
aether_redux,advancement,aether_redux:recipes/building_blocks/polished_driftshale_stairs_stonecut_from_driftshale,data/aether_redux/advancements/recipes/building_blocks/polished_driftshale_stairs_stonecut_from_driftshale.json,aether-redux-2.0.19-1.20.1-neoforge.jar,medium,advancement
aether_redux,advancement,aether_redux:recipes/building_blocks/polished_driftshale_stairs_stonecut_from_polished_driftshale,data/aether_redux/advancements/recipes/building_blocks/polished_driftshale_stairs_stonecut_from_polished_driftshale.json,aether-redux-2.0.19-1.20.1-neoforge.jar,medium,advancement
aether_redux,advancement,aether_redux:recipes/building_blocks/polished_driftshale_stonecut_from_driftshale,data/aether_redux/advancements/recipes/building_blocks/polished_driftshale_stonecut_from_driftshale.json,aether-redux-2.0.19-1.20.1-neoforge.jar,medium,advancement
aether_redux,advancement,aether_redux:recipes/building_blocks/polished_driftshale_wall,data/aether_redux/advancements/recipes/building_blocks/polished_driftshale_wall.json,aether-redux-2.0.19-1.20.1-neoforge.jar,medium,advancement
aether_redux,advancement,aether_redux:recipes/building_blocks/polished_driftshale_wall_stonecut_from_driftshale,data/aether_redux/advancements/recipes/building_blocks/polished_driftshale_wall_stonecut_from_driftshale.json,aether-redux-2.0.19-1.20.1-neoforge.jar,medium,advancement
aether_redux,advancement,aether_redux:recipes/building_blocks/polished_driftshale_wall_stonecut_from_polished_driftshale,data/aether_redux/advancements/recipes/building_blocks/polished_driftshale_wall_stonecut_from_polished_driftshale.json,aether-redux-2.0.19-1.20.1-neoforge.jar,medium,advancement
aether_redux,advancement,aether_redux:recipes/building_blocks/polished_sentrite,data/aether_redux/advancements/recipes/building_blocks/polished_sentrite.json,aether-redux-2.0.19-1.20.1-neoforge.jar,medium,advancement
aether_redux,advancement,aether_redux:recipes/building_blocks/polished_sentrite_slab,data/aether_redux/advancements/recipes/building_blocks/polished_sentrite_slab.json,aether-redux-2.0.19-1.20.1-neoforge.jar,medium,advancement
aether_redux,advancement,aether_redux:recipes/building_blocks/polished_sentrite_slab_stonecutting,data/aether_redux/advancements/recipes/building_blocks/polished_sentrite_slab_stonecutting.json,aether-redux-2.0.19-1.20.1-neoforge.jar,medium,advancement
aether_redux,advancement,aether_redux:recipes/building_blocks/polished_sentrite_stairs,data/aether_redux/advancements/recipes/building_blocks/polished_sentrite_stairs.json,aether-redux-2.0.19-1.20.1-neoforge.jar,medium,advancement
aether_redux,advancement,aether_redux:recipes/building_blocks/polished_sentrite_stairs_stonecutting,data/aether_redux/advancements/recipes/building_blocks/polished_sentrite_stairs_stonecutting.json,aether-redux-2.0.19-1.20.1-neoforge.jar,medium,advancement
aether_redux,advancement,aether_redux:recipes/building_blocks/polished_sentrite_wall,data/aether_redux/advancements/recipes/building_blocks/polished_sentrite_wall.json,aether-redux-2.0.19-1.20.1-neoforge.jar,medium,advancement
aether_redux,advancement,aether_redux:recipes/building_blocks/polished_sentrite_wall_stonecutting,data/aether_redux/advancements/recipes/building_blocks/polished_sentrite_wall_stonecutting.json,aether-redux-2.0.19-1.20.1-neoforge.jar,medium,advancement
aether_redux,advancement,aether_redux:recipes/building_blocks/raw_gravitite_block,data/aether_redux/advancements/recipes/building_blocks/raw_gravitite_block.json,aether-redux-2.0.19-1.20.1-neoforge.jar,medium,advancement
aether_redux,advancement,aether_redux:recipes/building_blocks/raw_valkyrum_block,data/aether_redux/advancements/recipes/building_blocks/raw_valkyrum_block.json,aether-redux-2.0.19-1.20.1-neoforge.jar,medium,advancement
aether_redux,advancement,aether_redux:recipes/building_blocks/raw_veridium_block,data/aether_redux/advancements/recipes/building_blocks/raw_veridium_block.json,aether-redux-2.0.19-1.20.1-neoforge.jar,medium,advancement
aether_redux,advancement,aether_redux:recipes/building_blocks/refined_sentrite_block,data/aether_redux/advancements/recipes/building_blocks/refined_sentrite_block.json,aether-redux-2.0.19-1.20.1-neoforge.jar,medium,advancement
aether_redux,advancement,aether_redux:recipes/building_blocks/runelight,data/aether_redux/advancements/recipes/building_blocks/runelight.json,aether-redux-2.0.19-1.20.1-neoforge.jar,medium,advancement
aether_redux,advancement,aether_redux:recipes/building_blocks/sentrite_brick_from_base_block_slab_stonecutting,data/aether_redux/advancements/recipes/building_blocks/sentrite_brick_from_base_block_slab_stonecutting.json,aether-redux-2.0.19-1.20.1-neoforge.jar,medium,advancement
aether_redux,advancement,aether_redux:recipes/building_blocks/sentrite_brick_from_base_block_stairs_stonecutting,data/aether_redux/advancements/recipes/building_blocks/sentrite_brick_from_base_block_stairs_stonecutting.json,aether-redux-2.0.19-1.20.1-neoforge.jar,medium,advancement
aether_redux,advancement,aether_redux:recipes/building_blocks/sentrite_brick_from_polished_block_slab_stonecutting,data/aether_redux/advancements/recipes/building_blocks/sentrite_brick_from_polished_block_slab_stonecutting.json,aether-redux-2.0.19-1.20.1-neoforge.jar,medium,advancement
aether_redux,advancement,aether_redux:recipes/building_blocks/sentrite_brick_from_polished_block_stairs_stonecutting,data/aether_redux/advancements/recipes/building_blocks/sentrite_brick_from_polished_block_stairs_stonecutting.json,aether-redux-2.0.19-1.20.1-neoforge.jar,medium,advancement
aether_redux,advancement,aether_redux:recipes/building_blocks/sentrite_brick_slab,data/aether_redux/advancements/recipes/building_blocks/sentrite_brick_slab.json,aether-redux-2.0.19-1.20.1-neoforge.jar,medium,advancement
aether_redux,advancement,aether_redux:recipes/building_blocks/sentrite_brick_slab_stonecutting,data/aether_redux/advancements/recipes/building_blocks/sentrite_brick_slab_stonecutting.json,aether-redux-2.0.19-1.20.1-neoforge.jar,medium,advancement
aether_redux,advancement,aether_redux:recipes/building_blocks/sentrite_brick_stairs,data/aether_redux/advancements/recipes/building_blocks/sentrite_brick_stairs.json,aether-redux-2.0.19-1.20.1-neoforge.jar,medium,advancement
aether_redux,advancement,aether_redux:recipes/building_blocks/sentrite_brick_stairs_stonecutting,data/aether_redux/advancements/recipes/building_blocks/sentrite_brick_stairs_stonecutting.json,aether-redux-2.0.19-1.20.1-neoforge.jar,medium,advancement
aether_redux,advancement,aether_redux:recipes/building_blocks/sentrite_brick_wall,data/aether_redux/advancements/recipes/building_blocks/sentrite_brick_wall.json,aether-redux-2.0.19-1.20.1-neoforge.jar,medium,advancement
aether_redux,advancement,aether_redux:recipes/building_blocks/sentrite_brick_wall_from_base_block_stonecutting,data/aether_redux/advancements/recipes/building_blocks/sentrite_brick_wall_from_base_block_stonecutting.json,aether-redux-2.0.19-1.20.1-neoforge.jar,medium,advancement
aether_redux,advancement,aether_redux:recipes/building_blocks/sentrite_brick_wall_from_polished_block_stonecutting,data/aether_redux/advancements/recipes/building_blocks/sentrite_brick_wall_from_polished_block_stonecutting.json,aether-redux-2.0.19-1.20.1-neoforge.jar,medium,advancement
aether_redux,advancement,aether_redux:recipes/building_blocks/sentrite_brick_wall_stonecutting,data/aether_redux/advancements/recipes/building_blocks/sentrite_brick_wall_stonecutting.json,aether-redux-2.0.19-1.20.1-neoforge.jar,medium,advancement
aether_redux,advancement,aether_redux:recipes/building_blocks/sentrite_bricks,data/aether_redux/advancements/recipes/building_blocks/sentrite_bricks.json,aether-redux-2.0.19-1.20.1-neoforge.jar,medium,advancement
aether_redux,advancement,aether_redux:recipes/building_blocks/sentrite_slab,data/aether_redux/advancements/recipes/building_blocks/sentrite_slab.json,aether-redux-2.0.19-1.20.1-neoforge.jar,medium,advancement
aether_redux,advancement,aether_redux:recipes/building_blocks/sentrite_slab_stonecutting,data/aether_redux/advancements/recipes/building_blocks/sentrite_slab_stonecutting.json,aether-redux-2.0.19-1.20.1-neoforge.jar,medium,advancement
aether_redux,advancement,aether_redux:recipes/building_blocks/sentrite_stairs,data/aether_redux/advancements/recipes/building_blocks/sentrite_stairs.json,aether-redux-2.0.19-1.20.1-neoforge.jar,medium,advancement
aether_redux,advancement,aether_redux:recipes/building_blocks/sentrite_stairs_stonecutting,data/aether_redux/advancements/recipes/building_blocks/sentrite_stairs_stonecutting.json,aether-redux-2.0.19-1.20.1-neoforge.jar,medium,advancement
aether_redux,advancement,aether_redux:recipes/building_blocks/sentrite_wall,data/aether_redux/advancements/recipes/building_blocks/sentrite_wall.json,aether-redux-2.0.19-1.20.1-neoforge.jar,medium,advancement
aether_redux,advancement,aether_redux:recipes/building_blocks/sentrite_wall_stonecutting,data/aether_redux/advancements/recipes/building_blocks/sentrite_wall_stonecutting.json,aether-redux-2.0.19-1.20.1-neoforge.jar,medium,advancement
aether_redux,advancement,aether_redux:recipes/building_blocks/sentry_base,data/aether_redux/advancements/recipes/building_blocks/sentry_base.json,aether-redux-2.0.19-1.20.1-neoforge.jar,medium,advancement
aether_redux,advancement,aether_redux:recipes/building_blocks/sentry_base_from_sentry_stone_stonecutting,data/aether_redux/advancements/recipes/building_blocks/sentry_base_from_sentry_stone_stonecutting.json,aether-redux-2.0.19-1.20.1-neoforge.jar,medium,advancement
aether_redux,advancement,aether_redux:recipes/building_blocks/sentry_pillar,data/aether_redux/advancements/recipes/building_blocks/sentry_pillar.json,aether-redux-2.0.19-1.20.1-neoforge.jar,medium,advancement
